record_id,equipment_id,equipment_type,manufacturer,model_year,mine_type,country,operating_hours,event_date,event_type,failure_mode,component_failed,severity,downtime_hours,repair_cost_usd,production_loss_tonnes,maintenance_type,was_scheduled,days_since_last_service,oil_analysis_flag,vibration_flag,temperature_flag
EQP-516EE30B,UNIT-7650,haul_truck,Caterpillar,2016,underground,drc,31168,1/31/2021,scheduled_maintenance,preventive,adjustment,routine,2.9,6320.55,333,preventive,TRUE,62,TRUE,FALSE,TRUE
EQP-0B52D4DF,UNIT-8432,conveyor,Metso,2008,open_pit,south_africa,63971,2/27/2022,scheduled_maintenance,preventive,adjustment,routine,1.1,575.98,536,preventive,TRUE,47,FALSE,FALSE,FALSE
EQP-8149CC97,UNIT-2179,grader,John Deere,2019,underground,botswana,19570,5/2/2024,inspection,preventive,filter_replace,minor,7.2,7495.13,100,preventive,TRUE,59,TRUE,FALSE,FALSE
EQP-122E10F9,UNIT-4904,crusher,Metso,2016,processing_plant,south_africa,32751,1/18/2022,inspection,preventive,filter_replace,routine,5.2,6398.69,1110,preventive,TRUE,77,TRUE,TRUE,FALSE
EQP-F8A50116,UNIT-2113,drill_rig,Caterpillar,2008,open_pit,drc,63520,2/10/2024,scheduled_maintenance,preventive,filter_replace,routine,1.3,1279.2,49,preventive,TRUE,5,FALSE,FALSE,FALSE
EQP-880747E0,UNIT-6104,excavator,Liebherr,2012,open_pit,south_africa,48758,5/2/2023,condition_based,electrical,wiring,routine,5.2,9616.81,613,predictive,FALSE,7,FALSE,FALSE,FALSE
EQP-2E43099B,UNIT-9347,haul_truck,Belaz,2008,open_pit,zambia,64594,8/19/2020,condition_based,tires,front_right,routine,2.4,4528.07,224,predictive,FALSE,113,FALSE,FALSE,FALSE
EQP-1A28E616,UNIT-1727,haul_truck,Komatsu,2008,underground,ghana,63624,7/3/2024,condition_based,hydraulics,valve,minor,9.7,20841.86,1230,predictive,FALSE,70,FALSE,TRUE,FALSE
EQP-72FF7B18,UNIT-4577,haul_truck,Komatsu,2019,open_pit,zimbabwe,21829,11/25/2022,breakdown,hydraulics,pump,critical,28.6,192103.76,2492,corrective,FALSE,14,FALSE,FALSE,TRUE
EQP-38EB3CF6,UNIT-9757,pump,Metso,2014,underground,drc,39254,10/20/2022,scheduled_maintenance,preventive,oil_change,routine,1.6,797.7,128,preventive,TRUE,39,FALSE,FALSE,FALSE
EQP-589265DC,UNIT-3708,haul_truck,Caterpillar,2020,open_pit,south_africa,14590,6/7/2023,breakdown,hydraulics,pump,major,19.8,71593.64,2058,corrective,FALSE,103,TRUE,FALSE,FALSE
EQP-8114C9F5,UNIT-2189,loader,Komatsu,2012,underground,south_africa,48856,3/16/2020,inspection,preventive,inspection,routine,4.5,4411.17,294,preventive,TRUE,133,FALSE,FALSE,FALSE
EQP-C91A294F,UNIT-5396,haul_truck,Belaz,2019,processing_plant,south_africa,17850,3/28/2021,condition_based,tires,rear_right,routine,2.1,2241.61,244,predictive,FALSE,1,FALSE,TRUE,FALSE
EQP-D6A95A81,UNIT-5574,excavator,Komatsu,2017,underground,zimbabwe,29491,12/1/2023,overhaul,bucket,general_component,major,27.9,67707.34,3420,major_overhaul,TRUE,106,TRUE,FALSE,FALSE
EQP-B65487C2,UNIT-6965,drill_rig,Sandvik,2018,open_pit,tanzania,24101,2/1/2023,breakdown,rotation,general_component,major,17.1,20044.21,560,corrective,FALSE,39,FALSE,TRUE,FALSE
EQP-D2944C32,UNIT-3823,excavator,Hitachi,2021,open_pit,ghana,10573,12/1/2021,scheduled_maintenance,preventive,oil_change,minor,8.6,30242.3,1311,preventive,TRUE,49,TRUE,FALSE,FALSE
EQP-E9A67782,UNIT-9599,loader,Komatsu,2019,underground,drc,19051,4/12/2022,condition_based,engine,cooling_system,minor,6.2,15424.5,514,predictive,FALSE,61,TRUE,FALSE,TRUE
EQP-52A4781F,UNIT-5688,pump,KSB,2019,open_pit,south_africa,18365,1/20/2023,inspection,preventive,oil_change,routine,1.2,1846.72,110,preventive,TRUE,35,FALSE,FALSE,FALSE
EQP-7880F16D,UNIT-3577,grader,Komatsu,2019,processing_plant,tanzania,20382,5/17/2022,inspection,preventive,oil_change,minor,11.7,15368.04,213,preventive,TRUE,102,FALSE,FALSE,FALSE
EQP-B6CCC062,UNIT-9641,haul_truck,Belaz,2015,open_pit,botswana,34673,4/3/2022,breakdown,tires,front_right,major,13.9,34417.97,1561,corrective,FALSE,39,FALSE,FALSE,FALSE
EQP-D8003FD6,UNIT-9322,loader,Komatsu,2019,open_pit,zimbabwe,20502,9/19/2022,overhaul,tires,front_right,major,16.8,27221.88,902,major_overhaul,TRUE,82,TRUE,FALSE,FALSE
EQP-FA63E56A,UNIT-5491,haul_truck,Belaz,2021,open_pit,south_africa,11695,5/21/2021,overhaul,engine,cooling_system,major,24,70459.09,2139,major_overhaul,TRUE,47,TRUE,FALSE,TRUE
EQP-568C6217,UNIT-1223,grader,Caterpillar,2019,underground,drc,19524,10/23/2022,overhaul,electrical,starter,major,16.7,28290.44,167,major_overhaul,TRUE,26,TRUE,FALSE,FALSE
EQP-0E317A86,UNIT-6371,drill_rig,Epiroc,2017,processing_plant,botswana,28509,5/30/2023,scheduled_maintenance,preventive,adjustment,routine,1.5,2878.71,44,preventive,TRUE,5,TRUE,FALSE,FALSE
EQP-F0539960,UNIT-5996,excavator,Komatsu,2009,open_pit,south_africa,60623,7/1/2023,inspection,preventive,adjustment,minor,12.7,27123.67,1309,preventive,TRUE,1,FALSE,FALSE,FALSE
EQP-1A0A3C52,UNIT-2333,haul_truck,Belaz,2014,open_pit,zimbabwe,41145,1/21/2023,breakdown,engine,head_gasket,minor,4.1,17994.04,527,corrective,FALSE,15,FALSE,FALSE,TRUE
EQP-8D4B8F7D,UNIT-6705,haul_truck,Hitachi,2009,open_pit,botswana,59366,3/25/2022,breakdown,engine,oil_pump,critical,47.8,213210.33,5543,corrective,FALSE,29,TRUE,FALSE,TRUE
EQP-F7290B84,UNIT-8566,haul_truck,Komatsu,2009,processing_plant,tanzania,59970,3/25/2023,breakdown,engine,head_gasket,minor,4.3,28854.06,334,corrective,FALSE,30,TRUE,FALSE,FALSE
EQP-9DECAB3F,UNIT-1952,grader,Caterpillar,2013,processing_plant,zambia,43364,7/24/2023,scheduled_maintenance,preventive,adjustment,minor,8.5,11271.79,137,preventive,TRUE,83,FALSE,FALSE,FALSE
EQP-9A82AA6E,UNIT-7509,loader,Volvo,2015,open_pit,drc,36162,7/12/2021,overhaul,transmission,clutch,major,24.4,35546.47,2213,major_overhaul,TRUE,212,FALSE,TRUE,TRUE
EQP-D6BC507E,UNIT-2262,pump,Metso,2016,underground,botswana,31221,5/24/2022,scheduled_maintenance,preventive,adjustment,routine,0.8,741.41,41,preventive,TRUE,24,FALSE,FALSE,TRUE
EQP-834647A8,UNIT-7738,haul_truck,Belaz,2022,underground,ghana,7575,5/5/2023,scheduled_maintenance,preventive,filter_replace,minor,8.1,29237.61,685,preventive,TRUE,32,TRUE,FALSE,FALSE
EQP-41E9D694,UNIT-4771,conveyor,FLSmidth,2020,underground,botswana,15580,4/8/2023,condition_based,belt,general_component,routine,1.9,1658.8,699,predictive,FALSE,85,TRUE,FALSE,FALSE
EQP-C4A60D76,UNIT-1058,excavator,Caterpillar,2014,open_pit,drc,40293,6/11/2022,scheduled_maintenance,preventive,adjustment,routine,3.8,6533.34,396,preventive,TRUE,77,FALSE,FALSE,FALSE
EQP-724E1791,UNIT-9695,conveyor,FLSmidth,2013,underground,zimbabwe,44002,4/18/2021,scheduled_maintenance,preventive,adjustment,minor,5.8,2749.98,1481,preventive,TRUE,87,FALSE,FALSE,FALSE
EQP-043DF07E,UNIT-2493,excavator,Hitachi,2019,underground,botswana,20506,6/26/2024,scheduled_maintenance,preventive,adjustment,routine,5.9,9347.1,934,preventive,TRUE,10,FALSE,FALSE,FALSE
EQP-90DA648F,UNIT-6363,excavator,Caterpillar,2012,open_pit,zambia,47893,9/2/2022,scheduled_maintenance,preventive,adjustment,routine,3.3,5756.82,516,preventive,TRUE,37,FALSE,FALSE,FALSE
EQP-3AC4477C,UNIT-2633,conveyor,Metso,2022,open_pit,ghana,7420,8/31/2022,scheduled_maintenance,preventive,filter_replace,routine,1.5,2499.5,677,preventive,TRUE,4,FALSE,FALSE,FALSE
EQP-87A915FA,UNIT-9396,haul_truck,Belaz,2020,open_pit,south_africa,16191,4/22/2022,inspection,preventive,inspection,minor,10.6,11276.97,857,preventive,TRUE,47,FALSE,FALSE,FALSE
EQP-37082AD2,UNIT-7644,drill_rig,Epiroc,2018,open_pit,tanzania,23082,9/30/2023,scheduled_maintenance,preventive,oil_change,routine,2.5,2304.82,119,preventive,TRUE,1,TRUE,FALSE,FALSE
EQP-0BA65DFD,UNIT-8238,crusher,Sandvik,2011,open_pit,zambia,52569,6/27/2021,scheduled_maintenance,preventive,filter_replace,routine,10.3,5520.9,1574,preventive,TRUE,47,TRUE,FALSE,FALSE
EQP-54FB12A3,UNIT-4888,haul_truck,Hitachi,2017,processing_plant,ghana,27714,8/14/2024,scheduled_maintenance,preventive,inspection,minor,6.1,16025.96,595,preventive,TRUE,41,FALSE,FALSE,FALSE
EQP-0A38E817,UNIT-5205,grader,Komatsu,2021,processing_plant,tanzania,12204,4/22/2020,inspection,preventive,adjustment,routine,3.8,3925.23,40,preventive,TRUE,16,TRUE,TRUE,FALSE
EQP-091BF27F,UNIT-6708,drill_rig,Sandvik,2009,open_pit,botswana,60220,1/23/2020,scheduled_maintenance,preventive,filter_replace,routine,1.6,2659.11,50,preventive,TRUE,1,TRUE,TRUE,FALSE
EQP-FEB58BB3,UNIT-8062,loader,Komatsu,2010,open_pit,tanzania,57601,7/7/2022,inspection,preventive,adjustment,routine,3.9,5170.08,354,preventive,TRUE,155,TRUE,FALSE,FALSE
EQP-BF0C7266,UNIT-8621,crusher,Metso,2016,underground,zambia,32381,3/26/2024,scheduled_maintenance,preventive,inspection,routine,11.2,12063.22,1890,preventive,TRUE,25,FALSE,FALSE,FALSE
EQP-476980DF,UNIT-1160,crusher,Metso,2013,open_pit,botswana,44073,1/18/2020,breakdown,hydraulics,filter,critical,132.4,284077.15,23869,corrective,FALSE,69,TRUE,FALSE,FALSE
EQP-99127A2B,UNIT-6971,crusher,Metso,2019,open_pit,tanzania,19307,5/6/2023,scheduled_maintenance,preventive,filter_replace,routine,8.8,9958.85,2127,preventive,TRUE,51,FALSE,FALSE,FALSE
EQP-B6053EF5,UNIT-1982,grader,John Deere,2014,processing_plant,south_africa,40802,12/2/2021,breakdown,electrical,wiring,minor,9.5,14220.5,97,corrective,FALSE,18,FALSE,FALSE,FALSE
EQP-D51217C5,UNIT-3591,conveyor,FLSmidth,2023,open_pit,botswana,3729,2/9/2020,breakdown,roller,general_component,minor,5.7,7084.97,2283,corrective,FALSE,76,FALSE,FALSE,FALSE
EQP-C510FFD0,UNIT-8464,excavator,Hitachi,2012,open_pit,drc,46474,10/29/2021,breakdown,engine,oil_pump,major,26.1,55895.79,4944,corrective,FALSE,44,FALSE,FALSE,TRUE
EQP-ED9ACB44,UNIT-3254,haul_truck,Belaz,2013,underground,botswana,43804,3/9/2023,condition_based,hydraulics,pump,routine,3,6679.02,241,predictive,FALSE,5,TRUE,FALSE,TRUE
EQP-27C51FD8,UNIT-8170,conveyor,FLSmidth,2008,underground,zimbabwe,64191,2/14/2023,scheduled_maintenance,preventive,filter_replace,minor,2.6,6671.24,654,preventive,TRUE,27,FALSE,FALSE,FALSE
EQP-505E2956,UNIT-5166,haul_truck,Hitachi,2011,open_pit,zambia,51181,3/7/2024,scheduled_maintenance,preventive,adjustment,minor,4.5,29550.2,475,preventive,TRUE,22,FALSE,FALSE,FALSE
EQP-F7E9FB9A,UNIT-3093,haul_truck,Belaz,2011,underground,ghana,51881,11/12/2024,scheduled_maintenance,preventive,inspection,minor,4.2,22251.58,582,preventive,TRUE,14,FALSE,FALSE,FALSE
EQP-5A70928E,UNIT-4007,haul_truck,Hitachi,2020,processing_plant,south_africa,15928,4/7/2020,scheduled_maintenance,preventive,inspection,minor,7.8,17599.2,1132,preventive,TRUE,194,FALSE,FALSE,FALSE
EQP-40D9C5DD,UNIT-5776,conveyor,ThyssenKrupp,2013,open_pit,ghana,43944,3/24/2024,inspection,preventive,oil_change,routine,1.5,1371.81,675,preventive,TRUE,8,TRUE,FALSE,FALSE
EQP-535DFA42,UNIT-7885,haul_truck,Caterpillar,2011,underground,zimbabwe,53234,1/18/2020,overhaul,tires,front_left,major,13,69604.75,1608,major_overhaul,TRUE,6,FALSE,FALSE,FALSE
EQP-6F5B1CCA,UNIT-6453,conveyor,ThyssenKrupp,2013,open_pit,tanzania,42688,10/21/2024,condition_based,motor,general_component,routine,1,2461.19,357,predictive,FALSE,78,FALSE,TRUE,TRUE
EQP-DE46F19B,UNIT-9398,loader,Volvo,2017,open_pit,south_africa,30033,10/25/2023,breakdown,tires,rear_left,minor,7.7,13386.36,689,corrective,FALSE,172,FALSE,FALSE,FALSE
EQP-C5453DF5,UNIT-8808,loader,Komatsu,2020,open_pit,south_africa,15967,9/7/2024,inspection,preventive,oil_change,routine,4.7,1982.49,413,preventive,TRUE,3,FALSE,FALSE,FALSE
EQP-BFA9ED42,UNIT-7779,excavator,Caterpillar,2023,open_pit,zimbabwe,4580,5/1/2020,inspection,preventive,oil_change,routine,2.8,2318.21,331,preventive,TRUE,3,TRUE,FALSE,FALSE
EQP-871AD387,UNIT-6427,conveyor,FLSmidth,2008,open_pit,ghana,64127,5/13/2020,breakdown,gearbox,general_component,major,8.9,14835.59,3818,corrective,FALSE,88,FALSE,TRUE,FALSE
EQP-A8B3FFCD,UNIT-3608,conveyor,ThyssenKrupp,2021,processing_plant,south_africa,10273,11/8/2024,scheduled_maintenance,preventive,inspection,routine,1.7,1183.96,762,preventive,TRUE,108,FALSE,FALSE,FALSE
EQP-3B0311EC,UNIT-4712,drill_rig,Epiroc,2014,open_pit,south_africa,38943,5/22/2021,scheduled_maintenance,preventive,adjustment,minor,8.2,11387.95,390,preventive,TRUE,23,FALSE,FALSE,FALSE
EQP-1FB7A4DD,UNIT-2069,crusher,Metso,2020,processing_plant,zambia,15475,11/17/2021,condition_based,hydraulics,filter,routine,9.8,4740.31,2543,predictive,FALSE,23,TRUE,FALSE,TRUE
EQP-2A7C4D95,UNIT-4367,haul_truck,Komatsu,2008,open_pit,zambia,64993,6/18/2021,scheduled_maintenance,preventive,filter_replace,minor,6.1,18584.89,793,preventive,TRUE,26,FALSE,FALSE,FALSE
EQP-2E533045,UNIT-9337,pump,Metso,2018,processing_plant,tanzania,22615,10/9/2020,breakdown,seal,general_component,minor,2.5,7660.19,238,corrective,FALSE,58,TRUE,FALSE,FALSE
EQP-1245BA8D,UNIT-4832,haul_truck,Belaz,2022,underground,ghana,7144,5/7/2020,breakdown,engine,cooling_system,major,13.9,40462.24,1245,corrective,FALSE,72,TRUE,TRUE,FALSE
EQP-703128D3,UNIT-2023,loader,Komatsu,2008,open_pit,south_africa,64164,8/31/2020,scheduled_maintenance,preventive,inspection,routine,4.3,4486.83,333,preventive,TRUE,21,FALSE,FALSE,FALSE
EQP-EB9391CA,UNIT-6866,conveyor,ThyssenKrupp,2020,underground,tanzania,16472,3/3/2024,condition_based,gearbox,general_component,routine,1.2,575.96,568,predictive,FALSE,5,FALSE,FALSE,FALSE
EQP-441D9CE1,UNIT-9662,haul_truck,Belaz,2009,underground,botswana,60442,2/18/2020,scheduled_maintenance,preventive,adjustment,routine,2.4,5362.86,294,preventive,TRUE,96,FALSE,FALSE,FALSE
EQP-D9FA961E,UNIT-8806,loader,Caterpillar,2023,open_pit,ghana,3015,5/30/2024,breakdown,engine,turbo,minor,6.8,22875.33,657,corrective,FALSE,65,TRUE,FALSE,TRUE
EQP-1E96092D,UNIT-3466,haul_truck,Caterpillar,2019,open_pit,tanzania,18402,1/31/2021,scheduled_maintenance,preventive,inspection,routine,2.6,3194.07,205,preventive,TRUE,81,FALSE,TRUE,FALSE
EQP-4A5C9BF1,UNIT-5084,loader,Volvo,2022,underground,zimbabwe,8539,12/24/2022,overhaul,transmission,driveshaft,major,20,53384.47,1214,major_overhaul,TRUE,47,TRUE,FALSE,FALSE
EQP-0002425A,UNIT-5778,conveyor,FLSmidth,2022,underground,botswana,9433,4/8/2021,breakdown,belt,general_component,minor,3.4,3118.37,1038,corrective,FALSE,46,FALSE,FALSE,FALSE
EQP-CD804A2E,UNIT-3230,haul_truck,Belaz,2013,open_pit,drc,43654,5/22/2024,scheduled_maintenance,preventive,adjustment,minor,4.3,15560.3,348,preventive,TRUE,28,FALSE,TRUE,FALSE
EQP-0AAAB125,UNIT-3417,haul_truck,Belaz,2014,underground,south_africa,38855,3/13/2020,scheduled_maintenance,preventive,adjustment,routine,2.7,1540.21,329,preventive,TRUE,37,FALSE,FALSE,FALSE
EQP-F627D4A7,UNIT-3129,loader,Komatsu,2019,open_pit,south_africa,19570,7/9/2023,breakdown,tires,front_left,critical,37.8,123919.7,2649,corrective,FALSE,107,FALSE,FALSE,FALSE
EQP-B46EE35C,UNIT-9950,excavator,Caterpillar,2010,open_pit,zimbabwe,56394,8/9/2024,inspection,preventive,inspection,routine,4.3,4478.72,534,preventive,TRUE,37,FALSE,FALSE,FALSE
EQP-230EF6A8,UNIT-7713,grader,Komatsu,2012,underground,tanzania,47766,3/3/2022,overhaul,tires,front_left,major,20,32626.14,346,major_overhaul,TRUE,5,FALSE,FALSE,FALSE
EQP-75F156BB,UNIT-8566,loader,Komatsu,2009,processing_plant,drc,61407,3/22/2022,scheduled_maintenance,preventive,filter_replace,routine,3.6,2613.65,302,preventive,TRUE,9,FALSE,FALSE,FALSE
EQP-89E93CA9,UNIT-8348,crusher,Metso,2022,open_pit,south_africa,8924,9/26/2020,scheduled_maintenance,preventive,oil_change,routine,5.9,12877.14,920,preventive,TRUE,24,FALSE,FALSE,FALSE
EQP-D0060A91,UNIT-9631,excavator,Hitachi,2011,open_pit,south_africa,52184,4/30/2024,breakdown,bucket,general_component,major,29.1,57487.4,4189,corrective,FALSE,57,FALSE,FALSE,FALSE
EQP-5AF90E2E,UNIT-1947,crusher,Metso,2014,open_pit,zambia,38045,9/21/2024,scheduled_maintenance,preventive,adjustment,routine,7.8,5679.83,2013,preventive,TRUE,74,FALSE,FALSE,FALSE
EQP-847F707D,UNIT-8933,pump,Weir,2015,underground,botswana,35307,6/12/2022,breakdown,seal,general_component,major,8.2,13934.32,452,corrective,FALSE,17,TRUE,FALSE,FALSE
EQP-E14B9C72,UNIT-1598,haul_truck,Komatsu,2014,open_pit,ghana,39451,5/31/2023,scheduled_maintenance,preventive,adjustment,routine,2,5438.75,269,preventive,TRUE,44,TRUE,FALSE,FALSE
EQP-357199B7,UNIT-5278,excavator,Komatsu,2020,open_pit,zambia,15253,9/26/2023,breakdown,hydraulics,pump,critical,119.5,366618.19,19312,corrective,FALSE,14,TRUE,FALSE,TRUE
EQP-D331AB3E,UNIT-6349,haul_truck,Hitachi,2022,open_pit,drc,8190,9/29/2021,condition_based,engine,cooling_system,routine,2.5,6381.05,322,predictive,FALSE,34,TRUE,TRUE,FALSE
EQP-475BF76B,UNIT-4220,excavator,Liebherr,2017,processing_plant,tanzania,28211,1/8/2020,overhaul,engine,cooling_system,major,26.2,71470.24,3276,major_overhaul,TRUE,40,TRUE,FALSE,TRUE
EQP-8C0224B8,UNIT-2315,loader,Komatsu,2021,open_pit,tanzania,10325,8/19/2020,breakdown,hydraulics,filter,major,16.4,59218.49,1433,corrective,FALSE,61,TRUE,FALSE,FALSE
EQP-628E2CA5,UNIT-2730,drill_rig,Caterpillar,2009,underground,south_africa,60804,6/2/2024,condition_based,drill_string,general_component,routine,2.4,2186.07,70,predictive,FALSE,88,FALSE,TRUE,FALSE
EQP-C11BE6B4,UNIT-8421,conveyor,ThyssenKrupp,2023,open_pit,zimbabwe,4016,12/9/2023,inspection,preventive,filter_replace,routine,1.1,2498.93,512,preventive,TRUE,5,FALSE,FALSE,FALSE
EQP-ED91CF4A,UNIT-3868,excavator,Hitachi,2009,open_pit,tanzania,60357,6/19/2020,breakdown,electrical,battery,major,31.3,63111.09,3775,corrective,FALSE,12,FALSE,FALSE,FALSE
EQP-180D1781,UNIT-3792,haul_truck,Komatsu,2009,open_pit,botswana,60744,12/14/2023,overhaul,engine,cooling_system,major,12.8,41808.37,1217,major_overhaul,TRUE,24,TRUE,FALSE,FALSE
EQP-AA546F90,UNIT-9309,excavator,Hitachi,2008,open_pit,zambia,63233,5/8/2024,scheduled_maintenance,preventive,inspection,minor,9.6,21483.93,1604,preventive,TRUE,47,FALSE,FALSE,FALSE
EQP-374A3216,UNIT-2294,loader,Caterpillar,2011,open_pit,south_africa,53258,9/4/2022,scheduled_maintenance,preventive,filter_replace,routine,4.2,4011.92,280,preventive,TRUE,10,FALSE,FALSE,FALSE
EQP-CCD0446A,UNIT-9236,conveyor,FLSmidth,2021,open_pit,zambia,11858,3/23/2022,condition_based,gearbox,general_component,routine,1.3,1447.87,425,predictive,FALSE,130,FALSE,TRUE,FALSE
EQP-5D6853E5,UNIT-9287,excavator,Hitachi,2012,open_pit,zambia,49512,12/4/2024,breakdown,bucket,general_component,minor,6.4,11505.63,680,corrective,FALSE,3,FALSE,FALSE,FALSE
EQP-EDFAAD23,UNIT-6386,loader,Caterpillar,2020,open_pit,ghana,15106,4/18/2024,breakdown,electrical,sensors,minor,12.9,12408.12,1174,corrective,FALSE,24,FALSE,FALSE,FALSE
EQP-BE374752,UNIT-2489,haul_truck,Caterpillar,2014,open_pit,botswana,41438,11/26/2021,scheduled_maintenance,preventive,oil_change,minor,11.7,18565.95,1281,preventive,TRUE,7,FALSE,FALSE,FALSE
EQP-DE007670,UNIT-2402,excavator,Liebherr,2009,open_pit,south_africa,59096,5/8/2022,condition_based,bucket,general_component,routine,3.8,7306.35,529,predictive,FALSE,35,FALSE,FALSE,FALSE
EQP-DDF175C2,UNIT-3562,haul_truck,Hitachi,2015,open_pit,botswana,38548,8/22/2024,inspection,preventive,filter_replace,minor,9,28943.63,841,preventive,TRUE,64,FALSE,FALSE,FALSE
EQP-A26B1E54,UNIT-6196,pump,Weir,2011,open_pit,drc,51048,7/16/2024,scheduled_maintenance,preventive,oil_change,routine,1.2,1929.45,93,preventive,TRUE,26,FALSE,FALSE,FALSE
EQP-D6FD1E59,UNIT-2382,crusher,Sandvik,2012,underground,south_africa,49056,2/8/2023,breakdown,motor,general_component,major,56,106263,13100,corrective,FALSE,22,FALSE,FALSE,TRUE
EQP-A6850E97,UNIT-5100,conveyor,Metso,2016,processing_plant,drc,31637,3/13/2023,breakdown,gearbox,general_component,minor,5,6768.18,1253,corrective,FALSE,53,FALSE,TRUE,FALSE
EQP-7FFA1FD5,UNIT-2039,haul_truck,Belaz,2020,underground,zambia,16715,8/18/2023,overhaul,engine,oil_pump,major,19.6,61411.49,1596,major_overhaul,TRUE,22,FALSE,TRUE,FALSE
EQP-1A9A0E08,UNIT-5862,haul_truck,Belaz,2017,open_pit,tanzania,27959,6/4/2021,breakdown,transmission,clutch,major,15.8,67589.71,1911,corrective,FALSE,20,FALSE,TRUE,FALSE
EQP-9863CE67,UNIT-1190,conveyor,ThyssenKrupp,2011,processing_plant,drc,50908,7/8/2024,inspection,preventive,adjustment,routine,1,1990.45,321,preventive,TRUE,32,FALSE,FALSE,FALSE
EQP-8C0EE75F,UNIT-7380,excavator,Komatsu,2019,processing_plant,south_africa,17203,6/13/2021,breakdown,electrical,wiring,critical,81.7,316153.49,16208,corrective,FALSE,76,FALSE,FALSE,FALSE
EQP-650F02EE,UNIT-1498,grader,Caterpillar,2019,open_pit,botswana,22507,2/5/2024,breakdown,hydraulics,valve,minor,9.3,9367.3,116,corrective,FALSE,65,TRUE,FALSE,TRUE
EQP-5A46C59B,UNIT-2753,loader,Caterpillar,2011,open_pit,zambia,52073,1/16/2024,breakdown,engine,oil_pump,minor,10.7,21641.1,616,corrective,FALSE,75,FALSE,FALSE,FALSE
EQP-3B9CA396,UNIT-2571,drill_rig,Sandvik,2021,underground,ghana,9056,6/3/2021,scheduled_maintenance,preventive,oil_change,routine,1.4,3650.19,37,preventive,TRUE,83,FALSE,FALSE,FALSE
EQP-5D99E69A,UNIT-8478,loader,Volvo,2021,processing_plant,tanzania,12302,12/24/2023,scheduled_maintenance,preventive,adjustment,routine,3.1,1964.15,261,preventive,TRUE,35,FALSE,FALSE,TRUE
EQP-4C01776A,UNIT-1480,pump,Weir,2017,underground,south_africa,28689,4/10/2024,inspection,preventive,filter_replace,minor,5,5590.26,323,preventive,TRUE,163,TRUE,FALSE,FALSE
EQP-1F255281,UNIT-4862,drill_rig,Caterpillar,2012,underground,south_africa,47284,6/12/2022,scheduled_maintenance,preventive,adjustment,routine,1.5,2242.24,48,preventive,TRUE,58,FALSE,FALSE,TRUE
EQP-DCACF5BB,UNIT-6319,crusher,FLSmidth,2013,underground,drc,43291,8/29/2022,breakdown,hydraulics,filter,major,67.8,78276.01,11293,corrective,FALSE,111,TRUE,FALSE,FALSE
EQP-115E1A66,UNIT-5643,grader,Caterpillar,2015,processing_plant,zambia,35980,7/5/2022,scheduled_maintenance,preventive,inspection,routine,2.7,2876.32,28,preventive,TRUE,7,FALSE,FALSE,FALSE
EQP-C35E3069,UNIT-7125,haul_truck,Hitachi,2011,open_pit,drc,53202,3/21/2020,scheduled_maintenance,preventive,inspection,minor,10.3,21950.63,950,preventive,TRUE,10,FALSE,FALSE,FALSE
EQP-39AEA3E8,UNIT-8227,grader,Komatsu,2012,open_pit,botswana,48099,8/30/2022,condition_based,hydraulics,filter,routine,2.4,3855.1,34,predictive,FALSE,128,TRUE,FALSE,TRUE
EQP-F73E1FD2,UNIT-4542,haul_truck,Komatsu,2010,processing_plant,ghana,57463,4/27/2023,condition_based,tires,front_right,routine,2.5,7357.33,312,predictive,FALSE,3,FALSE,FALSE,FALSE
EQP-BE11AFF7,UNIT-8453,crusher,Sandvik,2010,open_pit,botswana,57131,10/7/2022,overhaul,shaft,general_component,major,70.8,96790.92,11695,major_overhaul,TRUE,283,FALSE,FALSE,FALSE
EQP-D854765A,UNIT-3861,loader,Caterpillar,2019,open_pit,south_africa,19771,6/18/2022,scheduled_maintenance,preventive,filter_replace,routine,3.7,2056.89,253,preventive,TRUE,1,FALSE,FALSE,FALSE
EQP-36615B46,UNIT-9858,conveyor,FLSmidth,2010,open_pit,south_africa,54429,6/21/2022,scheduled_maintenance,preventive,adjustment,minor,2.4,3553.44,1195,preventive,TRUE,17,FALSE,FALSE,FALSE
EQP-076338A4,UNIT-5540,drill_rig,Caterpillar,2015,open_pit,south_africa,35773,8/23/2022,scheduled_maintenance,preventive,filter_replace,routine,2.9,4897.03,122,preventive,TRUE,26,FALSE,FALSE,TRUE
EQP-6447E7CB,UNIT-7623,conveyor,FLSmidth,2014,open_pit,south_africa,40526,7/30/2024,scheduled_maintenance,preventive,filter_replace,minor,3.5,5469.16,1749,preventive,TRUE,59,FALSE,FALSE,FALSE
EQP-A76E003E,UNIT-8874,haul_truck,Caterpillar,2008,underground,drc,64059,1/10/2022,scheduled_maintenance,preventive,oil_change,routine,3.3,3556.7,267,preventive,TRUE,99,FALSE,FALSE,FALSE
EQP-B99D980F,UNIT-8133,haul_truck,Hitachi,2021,open_pit,tanzania,12634,2/7/2021,breakdown,electrical,alternator,minor,5,21475.8,527,corrective,FALSE,211,TRUE,FALSE,FALSE
EQP-E57887E7,UNIT-8659,excavator,Hitachi,2023,underground,tanzania,4863,4/25/2020,breakdown,undercarriage,general_component,minor,16.3,11719.41,2005,corrective,FALSE,2,FALSE,FALSE,FALSE
